building_code,open_schools,num_open_schools,top_school_enrolled,total_enrolled,primary_address,city,longitude,latitude,campus_name,room,sbhc_sponsor,schools_served,num_school_served,services_provided
K329,P.S. 329 Surfside,1,P.S. 329 Surfside,312,2929 WEST 30 STREET,BROOKLYN,-73.99577,40.574666,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K035,Brooklyn Brownstone School|M.S. 035 Stephen Decatur,2,Brooklyn Brownstone School,498,272 Macdonough Street,Brooklyn,-73.935891,40.681528,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K135,P.S. 135 Sheldon A. Brookner,1,P.S. 135 Sheldon A. Brookner,311,684 LINDEN BOULEVARD,BROOKLYN,-73.932949,40.653093,NA,NA,NA,NA,NA,NA
Q892,P.S. 360,1,P.S. 360,311,199-10 112 AVENUE,QUEENS,-73.756259,40.702329,NA,NA,NA,NA,NA,NA
MAVC,New York French-American Charter School,1,New York French-American Charter School,311,311 WEST 120TH STREET,MANHATTAN,-73.954228,40.807537,NA,NA,NA,NA,NA,NA
M645,The High School for Climate Justice,1,The High School for Climate Justice,310,320 EAST 96 STREET,MANHATTAN,-73.945933,40.783286,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K251,P.S. 251 Paerdegat,1,P.S. 251 Paerdegat,310,1037 EAST 54 STREET,BROOKLYN,-73.923894,40.63195,NA,NA,NA,NA,NA,NA
M146,P.S. 146 Ann M. Short,1,P.S. 146 Ann M. Short,309,421 EAST 106 STREET,MANHATTAN,-73.938727,40.789535,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K902,M.S. K266 - Park Place Community Middle School|P.S. K077,2,P.S. K077,378,62 PARK PLACE,BROOKLYN,-73.976648,40.678809,NA,NA,NA,NA,NA,H+H School
X027,P.S. 277,1,P.S. 277,308,519 ST ANNS AVENUE,BRONX,-73.913872,40.813385,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X360,P.S. 360,1,P.S. 360,307,2880 KINGSBRIDGE TERRACE,BRONX,-73.902214,40.874717,NA,NA,NA,NA,NA,NA
X098,Bard High School Early College Bronx|Bronx Envision Academy|Explorations Academy H.S.|J.H.S. 098 Herman Ridder,4,Bronx Envision Academy,NA,1619 BOSTON ROAD,BRONX,-73.890591,40.836245,JHS 98,106A,Montefiore Medical Center,[D79] Lyfe|Bard High School Early College Bronx|Bronx Envision Academy|Explorations Academy H.S.|J.H.S. 098 Herman Ridder,5,School-based Health Center w/ Mental Health
K218,J.H.S. 218 James P. Sinnott|School for Classics High School,2,J.H.S. 218 James P. Sinnott,578,370 FOUNTAIN AVENUE,BROOKLYN,-73.874537,40.67002,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,1,P.S. 242 Leonard P. Stavisky Early Childhood School,306,29-66 137 STREET,QUEENS,-73.832005,40.769752,NA,NA,NA,NA,NA,NA
K120,P.S. 120 Carlos Tapia,1,P.S. 120 Carlos Tapia,305,18 Beaver Street,Brooklyn,-73.937888,40.700819,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K183,Riverdale Avenue Community School|Riverdale Avenue Middle School,2,Riverdale Avenue Community School,422,76 RIVERDALE AVENUE,BROOKLYN,-73.9139,40.6602,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M169,P.S. M169 - Robert F. Kennedy,1,P.S. M169 - Robert F. Kennedy,305,110 East 88 Street,Manhattan,-73.955594,40.780798,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X012,P.S. X012 Lewis and Clark School,1,P.S. X012 Lewis and Clark School,305,2555 TRATMAN AVENUE,BRONX,-73.844685,40.840625,NA,NA,NA,NA,NA,NA
KBNU,Brooklyn Urban Garden Charter School,1,Brooklyn Urban Garden Charter School,305,500 19 Street,Brooklyn,-73.982624,40.656202,NA,NA,NA,NA,NA,NA
M083,P.S. 083 Luis Munoz Rivera|The Bilingual Bicultural School,2,P.S. 083 Luis Munoz Rivera,547,219 East 109 Street,Manhattan,-73.941955,40.793363,PS 83/BBMS Campus,111,Mount Sinai Pediatrics,P.S. 083 Luis Munoz Rivera|The Bilingual Bicultural School,2,School-based Health Center w/ Mental Health
X067,P.S. 067 Mohegan School,1,P.S. 067 Mohegan School,304,2024 MOHEGAN AVENUE,BRONX,-73.884192,40.843781,NA,NA,NA,NA,NA,NA
Q375,Hunters Point Elementary School,1,Hunters Point Elementary School,304,1-35 57 Avenue,Queens,-73.961028,40.738912,NA,NA,NA,NA,NA,NA
M076,P.S. 076 A. Philip Randolph,1,P.S. 076 A. Philip Randolph,303,220 WEST 121 STREET,MANHATTAN,-73.951451,40.806534,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M175,P.S. 175 Henry H Garnet,1,P.S. 175 Henry H Garnet,303,175 WEST 134 STREET,MANHATTAN,-73.942706,40.814388,NA,NA,NA,NA,NA,NA
K219,Lamad Academy Charter School|P.S. 219 Kennedy-King,2,P.S. 219 Kennedy-King,491,1060 CLARKSON AVENUE,BROOKLYN,-73.922296,40.658834,NA,NA,NA,NA,NA,NA
XCLB,KIPP Bronx Charter School II,1,KIPP Bronx Charter School II,303,2720 Jerome Avenue,Bronx,-73.89609,40.86856,NA,NA,NA,NA,NA,NA
X058,P.S. 058,1,P.S. 058,302,459 EAST 176 STREET,BRONX,-73.898826,40.846383,NA,NA,NA,NA,NA,NA
K233,New American Academy Charter School|P.S. 233 Langston Hughes,2,P.S. 233 Langston Hughes,566,9301 AVENUE B,BROOKLYN,-73.914282,40.651642,NA,NA,NA,NA,NA,NA
M140,P.S. 140 Nathan Straus,1,P.S. 140 Nathan Straus,301,123 RIDGE STREET,MANHATTAN,-73.983769,40.719148,NA,NA,NA,NA,NA,NA
M144,Future Leaders Institute Charter School|P.S. 242 - The Young Diplomats Magnet Academy,2,Future Leaders Institute Charter School,399,134 WEST 122 STREET,MANHATTAN,-73.948385,40.806055,NA,NA,NA,NA,NA,NA
XBBM,South Bronx Early College Academy Charter School,1,South Bronx Early College Academy Charter School,300,766 WESTCHESTER AVENUE,BRONX,-73.904223,40.818069,NA,NA,NA,NA,NA,NA
X129,Kappa III|M.S. 129 Academy for Independent Learning and Leadership,2,M.S. 129 Academy for Independent Learning and Leadership,579,2055 MAPES AVENUE,BRONX,-73.886721,40.846128,NA,NA,NA,NA,NA,"School Mental Health Specialist Program, School Response Team"
K398,P.S. 398 Walter Weaver|P.S. 770 New American Academy,2,P.S. 770 New American Academy,543,60 EAST 94 STREET,BROOKLYN,-73.927979,40.663388,NA,NA,NA,NA,NA,NA
R048,Naples Street Elementary School,1,Naples Street Elementary School,297,1055 Targee Street,Staten Island,-74.090245,40.60265,NA,NA,NA,NA,NA,NA
X320,Samara Community School,1,Samara Community School,296,1570 Boone Avenue,Bronx,-73.884434,40.833742,NA,NA,NA,NA,NA,NA
K198,P.S. 198 Brooklyn,1,P.S. 198 Brooklyn,295,4105 FARRAGUT ROAD,BROOKLYN,-73.937083,40.637601,NA,NA,NA,NA,NA,NA
Q134,P.S. 134 Hollis,1,P.S. 134 Hollis,295,203-02 109 Avenue,Queens,-73.754747,40.707535,NA,NA,NA,NA,NA,NA
R005,P.S. 005 Huguenot,1,P.S. 005 Huguenot,295,348 DEISIUS STREET,STATEN ISLAND,-74.187276,40.529389,NA,NA,NA,NA,NA,NA
K155,P.S./ I.S. 155 Nicholas Herkimer,1,P.S./ I.S. 155 Nicholas Herkimer,294,1355 HERKIMER STREET,BROOKLYN,-73.908682,40.677634,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M098,P.S. 098 Shorac Kappock,1,P.S. 098 Shorac Kappock,293,512 WEST 212 STREET,MANHATTAN,-73.917814,40.867741,NA,NA,NA,NA,NA,NA
X311,The STEAM Bridge School,1,The STEAM Bridge School,292,1684 WHITE PLAINS ROAD,BRONX,-73.865498,40.843531,NA,NA,NA,NA,NA,NA
M932,Special Music School,1,Special Music School,291,129 WEST 67 STREET,MANHATTAN,-73.982976,40.775256,NA,NA,NA,NA,NA,NA
K304,Brighter Choice Community School,1,Brighter Choice Community School,291,280 HART STREET,BROOKLYN,-73.9408,40.6941,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q096,P.S. 096,1,P.S. 096,291,130-01 Rockaway Boulevard,Queens,-73.808128,40.675369,NA,NA,NA,NA,NA,NA
M110,P.S. 110 Florence Nightingale,1,P.S. 110 Florence Nightingale,290,285 DELANCY STREET,MANHATTAN,-73.9798,40.7162,NA,NA,NA,NA,NA,NA
MAFN,Great Oaks Charter School,1,Great Oaks Charter School,290,240 BLEECKER STREET,MANHATTAN,-74.002905,40.73057,NA,NA,NA,NA,NA,NA
M200,P.S. 200- The James McCune Smith School,1,P.S. 200- The James McCune Smith School,289,2589 7 AVENUE,MANHATTAN,-73.935746,40.823988,NA,NA,NA,NA,NA,NA
R059,The Harbor View School,1,The Harbor View School,289,300 Richmond Terrace,STATEN ISLAND,-74.083408,40.647898,NA,NA,NA,NA,NA,NA
K092,Achievement First Voyager Charter School|P.S. 092 Adrian Hegeman,2,P.S. 092 Adrian Hegeman,446,601 PARKSIDE AVENUE,BROOKLYN,-73.95381,40.656276,NA,NA,NA,NA,NA,NA
K289,P.S. 289 George V. Brower,1,P.S. 289 George V. Brower,288,900 ST MARKS AVENUE,BROOKLYN,-73.942401,40.674244,NA,NA,NA,NA,NA,NA
K162,J.H.S. 162 The Willoughby,1,J.H.S. 162 The Willoughby,286,1390 Willoughby Avenue,Brooklyn,-73.919643,40.706816,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K250,P.S. 250 George H. Lindsay,1,P.S. 250 George H. Lindsay,284,108 MONTROSE AVENUE,BROOKLYN,-73.945659,40.706708,NA,NA,NA,NA,NA,NA
K440,Brooklyn Academy of Science and the Environment|Brooklyn School for Music & Theatre|International High School at Prospect Heights|The High School for Global Citizenship,4,International High School at Prospect Heights,983,883 CLASSON AVENUE,BROOKLYN,-73.9617,40.6703,NA,NA,NA,NA,NA,"Prevention Intervention Program MH, School Mental Health Specialist Program"
K274,P.S. 274 Kosciusko,1,P.S. 274 Kosciusko,284,800 BUSHWICK AVENUE,BROOKLYN,-73.92818,40.694179,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X154,P.S. 154 Jonathan D. Hyatt|South Bronx Classical Charter School II,2,South Bronx Classical Charter School II,508,333 EAST 135 STREET,BRONX,-73.925459,40.808194,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
K366,The Science And Medicine Middle School,1,The Science And Medicine Middle School,282,965 EAST 107TH STREET,BROOKLYN,-73.891743,40.647396,NA,NA,NA,NA,NA,School Response Team
K224,P.S. 224 Hale A. Woodruff,1,P.S. 224 Hale A. Woodruff,282,757 WORTMAN AVENUE,BROOKLYN,-73.866542,40.664143,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X163,P.S. 163 Arthur A. Schomburg,1,P.S. 163 Arthur A. Schomburg,281,2075 Webster Avenue,Bronx,-73.899005,40.8517,NA,NA,NA,NA,NA,NA
X130,P.S. 130 Abram Stevens Hewitt,1,P.S. 130 Abram Stevens Hewitt,280,750 PROSPECT AVENUE,BRONX,-73.901709,40.817742,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q037,Cynthia Jenkins School,1,Cynthia Jenkins School,280,179-37 137 Avenue,Queens,-73.758778,40.676201,NA,NA,NA,NA,NA,NA
K174,Brooklyn Gardens Elementary School|School of the Future Brooklyn,2,Brooklyn Gardens Elementary School,387,574 DUMONT AVENUE,BROOKLYN,-73.897604,40.665446,NA,NA,NA,NA,NA,"Community School MH, School Mental Health Specialist Program"
K178,P.S. 178 Saint Clair Mckelway,1,P.S. 178 Saint Clair Mckelway,279,2163 DEAN STREET,BROOKLYN,-73.915337,40.67538,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M207,P.S. 149 Sojourner Truth,1,P.S. 149 Sojourner Truth,278,41 West 117 Street,Manhattan,-73.948088,40.802649,NA,NA,NA,NA,NA,Community School MH
Q072,Catherine & Count Basie Middle School 72|Redwood Middle School,2,Catherine & Count Basie Middle School 72,531,133-25 GUY R BREWER BOULEVARD,QUEENS,-73.775643,40.675014,NA,NA,NA,NA,NA,School-based Mental Health Clinic
M894,A School Without Walls|Leadership and Public Service High School,2,Leadership and Public Service High School,NA,90 TRINITY PLACE,MANHATTAN,-74.012465,40.708971,NA,NA,NA,NA,NA,Prevention Intervention Program MH
X189,Cornerstone Academy for Social Action|Cornerstone Academy for Social Action Middle School (CASA),2,Cornerstone Academy for Social Action,440,3441 STEENWICK AVENUE,BRONX,-73.830616,40.882778,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K268,P.S. 268 Emma Lazarus,1,P.S. 268 Emma Lazarus,277,133 EAST 53 STREET,BROOKLYN,-73.92756,40.657421,NA,NA,NA,NA,NA,H+H School
Q045,P.S. 045 Clarence Witherspoon,1,P.S. 045 Clarence Witherspoon,277,126-28 150 STREET,QUEENS,-73.788866,40.671871,NA,NA,NA,NA,NA,NA
K611,District 13 PRE-K Center|Dock Street School for STEAM Studies,2,Dock Street School for STEAM Studies,327,19 DOCK STREET,BROOKLYN,-73.992076,40.702952,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K171,Highland Park Community School|I.S. 171 Abraham Lincoln,2,Highland Park Community School,542,528 RIDGEWOOD AVENUE,BROOKLYN,-73.869434,40.685852,NA,NA,NA,NA,NA,"School Mental Health Specialist Program, School Response Team"
Q036,P.S. 036 Saint Albans School,1,P.S. 036 Saint Albans School,276,187-01 FOCH BOULEVARD,QUEENS,-73.764081,40.691306,NA,NA,NA,NA,NA,NA
R026,P.S. 026 The Carteret School,1,P.S. 026 The Carteret School,276,4108 VICTORY BOULEVARD,STATEN ISLAND,-74.190093,40.591546,NA,NA,NA,NA,NA,NA
K151,P.S. 151 Lyndon B. Johnson,1,P.S. 151 Lyndon B. Johnson,276,763 KNICKERBOCKER AVENUE,BROOKLYN,-73.908242,40.693432,NA,NA,NA,NA,NA,NA
K286,P.S. K811 Connie Lekas School,1,P.S. K811 Connie Lekas School,276,2525 HARING STREET,BROOKLYN,-73.93861,40.591132,NA,NA,NA,NA,NA,NA
MBDF,Broome Street Academy Charter High School,1,Broome Street Academy Charter High School,276,121 AVENUE OF THE AMERICAS,MANHATTAN,-74.004692,40.723911,NA,NA,NA,NA,NA,Community School MH
M036,P.S. 036 Margaret Douglas,1,P.S. 036 Margaret Douglas,274,123 Morningside Drive,Manhattan,-73.957409,40.810705,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K597,Brooklyn's Daily Discovery Pre-K Center,1,Brooklyn's Daily Discovery Pre-K Center,274,2202 60th Street,Brooklyn,-73.978323,40.616154,NA,NA,NA,NA,NA,NA
XADW,Bronx Charter School for Excellence 5,1,Bronx Charter School for Excellence 5,274,1946 BATHGATE AVENUE,BRONX,-73.89654,40.847487,NA,NA,NA,NA,NA,NA
Q841,P.S. Q023 @ Queens Children Center,1,P.S. Q023 @ Queens Children Center,273,48-25 37th Street,Queens,-73.928696,40.739443,NA,NA,NA,NA,NA,NA
X283,Jonas Bronck Academy,1,Jonas Bronck Academy,271,400 EAST FORDHAM ROAD,BRONX,-73.891562,40.860987,NA,NA,NA,NA,NA,School Response Team
M185,The Locke School of Arts and Engineering,1,The Locke School of Arts and Engineering,270,20 WEST 112 STREET,MANHATTAN,-73.950146,40.798461,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,1,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,270,850 KENT AVENUE,BROOKLYN,-73.959999,40.695397,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K147,P.S. 147 Isaac Remsen|Young Women's Leadership School of Brooklyn,2,Young Women's Leadership School of Brooklyn,459,325 BUSHWICK AVENUE,BROOKLYN,-73.93879,40.705005,NA,NA,NA,NA,NA,School-based Mental Health Clinic
M056,Manhattan Charter School II|Orchard Collegiate Academy|University Neighborhood Middle School,3,Orchard Collegiate Academy,530,220 HENRY STREET,MANHATTAN,-73.9863,40.7137,NA,NA,NA,NA,NA,"Community School MH, School-based Health Center w/ Mental Health"
M061,The Children's Workshop School,1,The Children's Workshop School,267,610 EAST 12 STREET,MANHATTAN,-73.978254,40.727537,NA,NA,NA,NA,NA,NA
M043,Urban Assembly Academy for Future Leaders|Urban Assembly School for the Performing Arts,2,Urban Assembly School for the Performing Arts,343,509 WEST 129 STREET,MANHATTAN,-73.9553,40.8153,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X022,Bronx Writing Academy|J.H.S. 022 Jordan L. Mott,2,J.H.S. 022 Jordan L. Mott,505,270 EAST 167 STREET,BRONX,-73.91435,40.832022,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
K208,P.S. 208 Elsa Ebeling,1,P.S. 208 Elsa Ebeling,267,4801 AVENUE D,BROOKLYN,-73.930898,40.6427,NA,NA,NA,NA,NA,H+H School
XAFI,Choice Charter School,1,Choice Charter School,266,423 East 138th Street,BRONX,-73.921888,40.808703,NA,NA,NA,NA,NA,NA
Q389,District 30 Pre-K Center,1,District 30 Pre-K Center,265,96-10 23 AVENUE,QUEENS,-73.873801,40.768161,NA,NA,NA,NA,NA,NA
Q052,P.S. 052 Queens,1,P.S. 052 Queens,264,178-37 146 TERRACE,QUEENS,-73.767161,40.661427,NA,NA,NA,NA,NA,NA
K056,P.S. 056 Lewis H. Latimer|The Urban Assembly Unison School,2,P.S. 056 Lewis H. Latimer,435,170 GATES AVENUE,BROOKLYN,-73.960536,40.684286,NA,NA,NA,NA,NA,"H+H School, School Mental Health Specialist Program"
K320,Ebbets Field Middle School|P.S. 375 Jackie Robinson School,2,P.S. 375 Jackie Robinson School,383,46 MCKEEVER PLACE,BROOKLYN,-73.959484,40.665199,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
K243,Launch Expeditionary Learning Charter School|P.S. 243K- The Weeksville School,2,Launch Expeditionary Learning Charter School,443,1580 DEAN STREET,BROOKLYN,-73.935093,40.675675,NA,NA,NA,NA,NA,NA
K188,P.S. 188 Michael E. Berdy,1,P.S. 188 Michael E. Berdy,259,3314 Neptune Avenue,Brooklyn,-74.000489,40.576733,PS 188 Michael E. Berdy,101 J,NYU Langone FHC,mont,1,School-based Health Center w/ Mental Health
K327,P.S. 327 Dr. Rose B. English,1,P.S. 327 Dr. Rose B. English,259,111 BRISTOL STREET,BROOKLYN,-73.911788,40.668232,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q343,P.S. 047 Chris Galas,1,P.S. 047 Chris Galas,258,9 Power Road,Queens,-73.820773,40.606494,NA,NA,NA,NA,NA,NA
X852,Bronx Dance Academy School,1,Bronx Dance Academy School,257,3617 BAINBRIDGE AVENUE,BRONX,-73.878051,40.885428,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q409,District 25 Pre-K Center,1,District 25 Pre-K Center,257,14-45 143 Street,Queens,-73.825434,40.785896,NA,NA,NA,NA,NA,NA
X092,P.S. 595,1,P.S. 595,254,700 EAST 179 STREET,BRONX,-73.889602,40.846205,NA,NA,NA,NA,NA,Community School MH
X173,P.S. 236 Langston Hughes,1,P.S. 236 Langston Hughes,253,1871 WALTON AVENUE,BRONX,-73.909936,40.848907,NA,NA,NA,NA,NA,NA
R831,P.S. 74 Future Leaders Elementary School,1,P.S. 74 Future Leaders Elementary School,252,211 DANIEL LOW TERRACE,STATEN ISLAND,-74.079438,40.638993,NA,NA,NA,NA,NA,NA
K111,"I.S. 347 School of Humanities|I.S. 349 Math, Science & Tech.",2,I.S. 347 School of Humanities,501,35 STARR STREET,BROOKLYN,-73.927938,40.70081,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
X879,Wings Academy,1,Wings Academy,251,1122 East 180 Street,Bronx,-73.875262,40.841376,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K370,P.S. 370,1,P.S. 370,251,3000 WEST 1 STREET,BROOKLYN,-73.969872,40.577709,NA,NA,NA,NA,NA,NA
K016,P.S. 016 Leonard Dunkly|Williamsburg Collegiate Charter School,2,Williamsburg Collegiate Charter School,411,157 WILSON STREET,BROOKLYN,-73.962049,40.706069,NA,NA,NA,NA,NA,NA
M620,Manhattan Academy For Arts & Language|Murray Hill Academy|Unity Center for Urban Technologies,3,Manhattan Academy For Arts & Language,729,111 East 33 Street,Manhattan,-73.98107,40.74651,[Closed] Norman Thomas Campus,NA,H+H Gotham,NA,NA,School-based Health Center w/ Mental Health
X148,Frederick Douglass Academy III Secondary School|I.S. 219 New Venture School|Kappa,3,I.S. 219 New Venture School,708,3630 THIRD AVENUE,BRONX,-73.903951,40.833493,Charles Drew Campus,184,Children's Aid Society,Frederick Douglass Academy III Secondary School|I.S. 219 New Venture School|Kappa,3,"Community School MH, School-based Health Center w/ Mental Health"
M486,Jacqueline Kennedy Onassis High School,1,Jacqueline Kennedy Onassis High School,247,120 WEST 46 STREET,MANHATTAN,-73.98346,40.757626,NA,NA,NA,NA,NA,Prevention Intervention Program MH
M164,Community Math & Science Prep|The Mott Hall School,2,The Mott Hall School,384,401 WEST 164 STREET,MANHATTAN,-73.9373,40.8366,Edward W. Stitt Campus,313,New York-Presbyterian,Community Math & Science Prep|The Mott Hall School,2,School-based Health Center w/ Mental Health
M528,I.S. 528 Bea Fuller Rodgers School,1,I.S. 528 Bea Fuller Rodgers School,245,180 WADSWORTH AVENUE,MANHATTAN,-73.934676,40.850683,NA,NA,NA,NA,NA,Community School MH
X314,The Matilda Avenue School,1,The Matilda Avenue School,245,4520 MATILDA AVENUE,BRONX,-73.854402,40.901436,NA,NA,NA,NA,NA,NA
K265,Dr. Susan S. McKinney Secondary School of the Arts,1,Dr. Susan S. McKinney Secondary School of the Arts,245,101 PARK AVENUE,BROOKLYN,-73.976104,40.697177,NA,NA,NA,NA,NA,H+H School
KDHX,Flatbush Ascend Charter School,1,Flatbush Ascend Charter School,245,123 Linden Boulevard,Brooklyn,-73.954303,40.652706,NA,NA,NA,NA,NA,NA
KBBA,New Dawn Charter High School,1,New Dawn Charter High School,244,242 HOYT STREET,BROOKLYN,-73.990493,40.683,NA,NA,NA,NA,NA,NA
K306,P.S. 306 Ethan Allen,1,P.S. 306 Ethan Allen,241,970 VERMONT STREET,BROOKLYN,-73.88662,40.65534,NA,NA,NA,NA,NA,Community School MH
K284,"The Gregory Jocko Jackson School of Sports, Art, and Technology",1,"The Gregory Jocko Jackson School of Sports, Art, and Technology",241,213 OSBORN STREET,BROOKLYN,-73.907634,40.666942,NA,NA,NA,NA,NA,Community School MH
M058,P.S. 035,1,P.S. 035,241,317 WEST 52ND STREET,MANHATTAN,-73.985899,40.764129,NA,NA,NA,NA,NA,NA
R080,Bridge Preparatory Charter School,1,Bridge Preparatory Charter School,241,715 OCEAN TERRACE,STATEN ISLAND,-74.10203,40.608287,NA,NA,NA,NA,NA,NA
XAEG,Brilla Caritas Charter School|Brilla Pax Charter School,2,Brilla Caritas Charter School,445,2336 ANDREWS AVENUE,BRONX,-73.906593,40.861899,NA,NA,NA,NA,NA,NA
X175,P.S. 175 City Island,1,P.S. 175 City Island,238,200 CITY ISLAND AVENUE,BRONX,-73.78354,40.844353,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q098,P.S. 098 The Douglaston School,1,P.S. 098 The Douglaston School,238,40-20 235 STREET,QUEENS,-73.749998,40.768906,NA,NA,NA,NA,NA,NA
Q251,P.S. 251 Queens,1,P.S. 251 Queens,237,144-51 Arthur Street,Queens,-73.759396,40.664809,NA,NA,NA,NA,NA,NA
M898,P.S. 018 Park Terrace,1,P.S. 018 Park Terrace,236,4124 9 Avenue,Manhattan,-73.911732,40.871456,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K057,Brooklyn Emerging Leaders Academy Charter School|The Brooklyn Academy of Global Finance|Whitelaw Reid Academy of Arts and Business,3,Brooklyn Emerging Leaders Academy Charter School,520,125 STUYVESANT AVENUE,BROOKLYN,-73.932254,40.691467,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
KAJJ,East Flatbush Ascend Charter School,1,East Flatbush Ascend Charter School,236,870 ALBANY AVENUE,BROOKLYN,-73.939706,40.652671,NA,NA,NA,NA,NA,NA
K023,Brooklyn Charter School|P.S. 023 Carter G. Woodson,2,P.S. 023 Carter G. Woodson,399,545 WILLOUGHBY AVENUE,BROOKLYN,-73.947256,40.69447,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q205,P.S. 205 Alexander Graham Bell,1,P.S. 205 Alexander Graham Bell,234,75-25 BELL BOULEVARD,QUEENS,-73.756374,40.738008,NA,NA,NA,NA,NA,NA
M079,P.S. M079 - Horan School,1,P.S. M079 - Horan School,234,55 East 120 Street,Manhattan,-73.942009,40.802547,NA,NA,NA,NA,NA,NA
M063,Neighborhood School|The STAR Academy - P.S.63,2,Neighborhood School,412,121 EAST 3 STREET,MANHATTAN,-73.986214,40.72444,NA,NA,NA,NA,NA,School-based Mental Health Clinic
QCOM,New Dawn Charter High School II,1,New Dawn Charter High School II,233,89-25 161 Street,Queens,-73.799326,40.705849,NA,NA,NA,NA,NA,NA
K046,Fort Greene Preparatory Academy|P.S. 046 Edward C. Blum,2,P.S. 046 Edward C. Blum,407,100 CLERMONT AVENUE,BROOKLYN,-73.971644,40.69453,NA,NA,NA,NA,NA,H+H School
X356,Learning Through Play Pre-K Center,1,Learning Through Play Pre-K Center,231,535 Union Avenue,Bronx,-73.905952,40.811753,NA,NA,NA,NA,NA,NA
Q038,P.S. 038 Rosedale,1,P.S. 038 Rosedale,231,135-21 241 STREET,QUEENS,-73.733774,40.67115,NA,NA,NA,NA,NA,NA
M092,P.S. 092 Mary McLeod Bethune|St. HOPE Leadership Academy Charter School,2,St. HOPE Leadership Academy Charter School,415,222 WEST 134 STREET,MANHATTAN,-73.945838,40.814917,NA,NA,NA,NA,NA,School Mental Health Specialist Program
XBAV,Family Life Academy Charter School III,1,Family Life Academy Charter School III,231,370 Gerard Avenue,BRONX,-73.929949,40.816245,NA,NA,NA,NA,NA,NA
M178,Professor Juan Bosch Public School,1,Professor Juan Bosch Public School,230,12-18 ELLWOOD STREET,MANHATTAN,-73.928301,40.85924,NA,NA,NA,NA,NA,School Mental Health Specialist Program
XACJ,Earl Monroe New Renaissance Basketball Charter School,1,Earl Monroe New Renaissance Basketball Charter School,230,1617 PARKVIEW AVENUE,BRONX,-73.827251,40.845385,NA,NA,NA,NA,NA,NA
X050,Fairmont Neighborhood School,1,Fairmont Neighborhood School,228,1550 VYSE AVENUE,BRONX,-73.886995,40.834188,NA,NA,NA,NA,NA,NA
X061,E.S.M.T- I.S. 190|P.S. 061 Francisco Oller,2,P.S. 061 Francisco Oller,450,1550 CROTONA PARK EAST,BRONX,-73.892784,40.836156,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K005,P.S. 005 Dr. Ronald McNair,1,P.S. 005 Dr. Ronald McNair,226,820 HANCOCK STREET,BROOKLYN,-73.92197,40.685241,NA,NA,NA,NA,NA,NA
K025,P.S. 025 Eubie Blake School|Success Academy Charter School - Bed Stuy 3,2,Success Academy Charter School - Bed Stuy 3,287,787 LAFAYETTE AVENUE,BROOKLYN,-73.940749,40.691472,NA,NA,NA,NA,NA,NA
M896,Repertory Company High School for Theatre Arts,1,Repertory Company High School for Theatre Arts,225,123 WEST 43 STREET,MANHATTAN,-73.984381,40.756089,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K003,P.S. 003 The Bedford Village,1,P.S. 003 The Bedford Village,225,50 JEFFERSON AVENUE,BROOKLYN,-73.955219,40.682311,NA,NA,NA,NA,NA,H+H School
